Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
36093,23,28,1991211.78,4,5,3,453,Loyal
36094,52,20,1730368.82,3,3,2,332,Lost
36095,13,30,3143381.07,5,5,5,555,VIP
36096,45,23,2542275.28,3,4,4,344,Lost
36097,200,19,2297171.65,1,2,4,124,Lost
36098,24,24,3628826.58,4,4,5,445,Loyal
36099,146,25,2275502.33,1,5,4,154,At Risk
36100,113,19,2268776.6,1,2,4,124,Lost
36101,39,16,960270.68,3,1,1,311,Lost
36102,124,14,2021835.19,1,1,3,113,Lost
36103,97,24,3265589.07,1,4,5,145,At Risk
36104,66,16,1356442.77,2,1,1,211,Lost
36105,55,16,1408978.16,3,1,1,311,Lost
36106,3,22,2107702.84,5,4,3,543,Loyal
36107,116,22,2441836.56,1,4,4,144,At Risk
36108,334,16,1622301.83,1,1,2,112,Lost
36109,95,18,1259055.65,2,2,1,221,Lost
36110,87,20,2350256.21,2,3,4,234,Lost
36111,51,23,2648175.95,3,4,5,345,Lost
36112,86,20,2275825.16,2,3,4,234,Lost
36113,19,20,1894067.11,4,3,3,433,New
36114,30,21,1687818.46,4,3,2,432,New
36115,9,21,2171920.26,5,3,3,533,New
36116,113,13,1281624.1300000001,1,1,1,111,Lost
36117,67,17,1394322.28,2,2,1,221,Lost
36118,33,24,2613961.96,3,4,5,345,Lost
36119,46,15,2268433.77,3,1,4,314,Lost
36120,48,19,1962489.53,3,2,3,323,Lost
36121,107,20,2516539.23,1,3,4,134,Lost
36122,47,20,2079497.02,3,3,3,333,Lost
36123,9,18,1643495.16,5,2,2,522,New
36124,11,28,2250663.74,5,5,4,554,Loyal
36125,28,25,2633973.75,4,5,5,455,Loyal
36126,33,21,2334249.58,3,3,4,334,Lost
36127,16,23,2242153.62,4,4,4,444,Loyal
36128,191,14,1237999.05,1,1,1,111,Lost
36129,7,18,1506564.77,5,2,1,521,New
36130,16,18,941826.08,4,2,1,421,New
36131,39,22,2243174.92,3,4,4,344,Lost
36132,83,13,1343006.13,2,1,1,211,Lost
36133,74,19,2131658.19,2,2,3,223,Lost
36134,50,10,1043282.25,3,1,1,311,Lost
36135,31,26,3000467.7600000002,4,5,5,455,Loyal
36136,58,18,1528695.77,2,2,1,221,Lost
36137,2,17,1963449.5799999998,5,2,3,523,New
36138,53,25,2942880.33,3,5,5,355,Lost
36139,144,22,2527743.96,1,4,4,144,At Risk
36140,7,20,1962368.25,5,3,3,533,New
36141,11,22,1761799.27,5,4,2,542,Loyal
36142,5,25,2480931.44,5,5,4,554,Loyal
36143,37,19,1786772.56,3,2,2,322,Lost
36144,54,21,1797521.1099999999,3,3,2,332,Lost
36145,56,19,2611699.41,2,2,5,225,Lost
36146,12,17,1856118.11,5,2,2,522,New
36147,19,15,1194634.56,4,1,1,411,New
36148,85,23,2450021.95,2,4,4,244,At Risk
36149,64,19,2095199.08,2,2,3,223,Lost
36150,87,24,3093109.54,2,4,5,245,At Risk
36151,98,26,2700600.06,1,5,5,155,At Risk
36152,16,18,1939334.03,4,2,3,423,New
36153,2,19,1673575.26,5,2,2,522,New
36154,96,20,1581669.72,2,3,2,232,Lost
36155,38,19,1537607.93,3,2,1,321,Lost
36156,26,20,2137803.83,4,3,3,433,New
36157,19,14,1731775.67,4,1,2,412,New
36158,13,16,1283057.32,5,1,1,511,New
36159,136,18,2064936.8699999999,1,2,3,123,Lost
36160,86,17,1782194.37,2,2,2,222,Lost
36161,11,25,2416692.76,5,5,4,554,Loyal
36162,4,20,2521315.93,5,3,4,534,New
36163,13,25,3039991.2,5,5,5,555,VIP
36164,2,18,1965677.66,5,2,3,523,New
36165,49,22,2360531.19,3,4,4,344,Lost
36166,38,20,2616289.21,3,3,5,335,Lost
36167,148,15,2253888.55,1,1,4,114,Lost
36168,11,21,1965335.98,5,3,3,533,New
36169,83,18,1980540.18,2,2,3,223,Lost
36170,33,18,1966157.9400000002,3,2,3,323,Lost
36171,21,24,1963821.85,4,4,3,443,Loyal
36172,34,26,2852518.86,3,5,5,355,Lost
36173,105,18,1740540.15,1,2,2,122,Lost
36174,80,18,2625063.05,2,2,5,225,Lost
36175,50,17,1074632.37,3,2,1,321,Lost
36176,138,21,2490667.11,1,3,4,134,Lost
36177,66,25,2808141.81,2,5,5,255,At Risk
36178,95,17,1500427.07,2,2,1,221,Lost
36179,5,20,3319395.63,5,3,5,535,New
36180,14,18,2330428.1,5,2,4,524,New
36181,5,22,1616399.03,5,4,2,542,Loyal
36182,135,25,2929725.64,1,5,5,155,At Risk
36183,28,15,1123942.17,4,1,1,411,New
36184,82,26,2753692.68,2,5,5,255,At Risk
36185,52,19,1712141.18,3,2,2,322,Lost
36186,4,17,1594317.3299999998,5,2,2,522,New
36187,13,16,1466320.05,5,1,1,511,New
36188,2,24,2075026.58,5,4,3,543,Loyal
36189,15,26,3098361.7199999997,4,5,5,455,Loyal
36190,182,18,1898976.29,1,2,3,123,Lost
36191,5,20,2865541.73,5,3,5,535,New
36192,49,14,1888689.15,3,1,3,313,Lost
36193,65,25,3071016.12,2,5,5,255,At Risk
36194,94,19,1031276.4,2,2,1,221,Lost
36195,65,25,2698897.06,2,5,5,255,At Risk
36196,159,19,1396768.52,1,2,1,121,Lost
36197,20,25,2510409.67,4,5,4,454,Loyal
36198,13,27,3150452.5500000003,5,5,5,555,VIP
36199,35,20,3362795.85,3,3,5,335,Lost
36200,109,19,2417118.69,1,2,4,124,Lost
36201,2,28,2386341.86,5,5,4,554,Loyal
36202,98,22,1731787.74,1,4,2,142,At Risk
36203,28,18,1212682.81,4,2,1,421,New
36204,14,16,1770827.77,5,1,2,512,New
36205,85,18,1941993.7,2,2,3,223,Lost
36206,79,10,1523676.5,2,1,1,211,Lost
36207,6,21,2192399.69,5,3,4,534,New
36208,32,20,1976957.6,3,3,3,333,Lost
36209,44,22,2188455.12,3,4,3,343,Lost
36210,54,22,2615894.22,3,4,5,345,Lost
36211,93,14,1684970.28,2,1,2,212,Lost
36212,2,23,2759103.79,5,4,5,545,Loyal
36213,23,23,2474395.68,4,4,4,444,Loyal
36214,69,15,963909.54,2,1,1,211,Lost
36215,112,19,2098912.45,1,2,3,123,Lost
36216,33,17,1496926.79,3,2,1,321,Lost
36217,77,19,2520553.91,2,2,4,224,Lost
36218,82,19,1533524.29,2,2,1,221,Lost
36219,40,16,1869760.48,3,1,2,312,Lost
36220,75,19,1843541.48,2,2,2,222,Lost
36221,43,23,2344761.85,3,4,4,344,Lost
36222,20,21,1942625.25,4,3,3,433,New
36223,288,13,1001163.7,1,1,1,111,Lost
36224,140,22,2165448.4899999998,1,4,3,143,At Risk
36225,14,19,1662473.8800000001,5,2,2,522,New
36226,131,19,2458070.0300000003,1,2,4,124,Lost
36227,43,20,1803680.08,3,3,2,332,Lost
36228,344,16,1669636.26,1,1,2,112,Lost
36229,97,18,1306751.86,1,2,1,121,Lost
36230,10,18,1921898.93,5,2,3,523,New
36231,1,18,1903592.91,5,2,3,523,New
36232,41,23,2669824.72,3,4,5,345,Lost
36233,89,25,2791370.34,2,5,5,255,At Risk
36234,12,22,1975387.04,5,4,3,543,Loyal
36235,37,23,2415848.21,3,4,4,344,Lost
36236,117,18,1535092.64,1,2,1,121,Lost
36237,73,29,3060516.55,2,5,5,255,At Risk
36238,62,15,1312312.22,2,1,1,211,Lost
36239,37,22,2317542.7399999998,3,4,4,344,Lost
36240,71,19,1420709.03,2,2,1,221,Lost
36241,15,26,2955947.7,4,5,5,455,Loyal
36242,62,11,1366023.0,2,1,1,211,Lost
36243,62,18,1486114.5,2,2,1,221,Lost
36244,13,24,2317166.14,5,4,4,544,Loyal
36245,144,21,2431104.93,1,3,4,134,Lost
36246,57,25,2895884.77,2,5,5,255,At Risk
36247,62,18,1738480.24,2,2,2,222,Lost
36248,61,23,2226622.97,2,4,4,244,At Risk
36249,51,18,1863193.99,3,2,2,322,Lost
36250,146,20,1437944.78,1,3,1,131,Lost
36251,241,21,1784244.42,1,3,2,132,Lost
36252,37,15,1575292.09,3,1,2,312,Lost
36253,9,24,3040336.57,5,4,5,545,Loyal
36254,48,21,1788407.26,3,3,2,332,Lost
36255,107,21,3182403.41,1,3,5,135,Lost
36256,28,25,2555967.89,4,5,4,454,Loyal
36257,100,27,2458084.37,1,5,4,154,At Risk
36258,134,17,2248752.33,1,2,4,124,Lost
36259,2,26,2133527.41,5,5,3,553,Loyal
36260,41,23,1843778.99,3,4,2,342,Lost
36261,56,14,1081782.03,2,1,1,211,Lost
36262,33,22,2030807.8699999999,3,4,3,343,Lost
36263,25,15,1339235.64,4,1,1,411,New
36264,48,14,1285993.24,3,1,1,311,Lost
36265,54,17,1652417.63,3,2,2,322,Lost
36266,31,23,2709306.2,4,4,5,445,Loyal
36267,83,21,2662864.56,2,3,5,235,Lost
36268,28,20,2346046.67,4,3,4,434,New
36269,32,17,1479747.82,3,2,1,321,Lost
36270,4,15,1220217.63,5,1,1,511,New
36271,84,25,2006584.88,2,5,3,253,At Risk
36272,40,23,2639962.94,3,4,5,345,Lost
36273,198,15,1263918.33,1,1,1,111,Lost
36274,19,20,2203956.92,4,3,4,434,New
36275,8,24,2766929.5500000003,5,4,5,545,Loyal
36276,59,22,2669460.37,2,4,5,245,At Risk
36277,31,21,1761058.94,4,3,2,432,New
36278,16,22,1757271.85,4,4,2,442,Loyal
36279,5,19,2628795.7600000002,5,2,5,525,New
36280,25,24,2228402.82,4,4,4,444,Loyal
36281,16,20,1628827.56,4,3,2,432,New
36282,18,20,2397618.04,4,3,4,434,New
36283,10,16,1399085.96,5,1,1,511,New
36284,45,13,1809508.78,3,1,2,312,Lost
36285,231,18,2196133.31,1,2,4,124,Lost
36286,7,23,2066324.38,5,4,3,543,Loyal
36287,21,21,3031540.25,4,3,5,435,New
36288,11,22,1606860.13,5,4,2,542,Loyal
36289,63,19,2345254.48,2,2,4,224,Lost
36290,59,14,852169.97,2,1,1,211,Lost
36291,90,18,1733208.4000000001,2,2,2,222,Lost
36292,68,17,1781109.64,2,2,2,222,Lost
36293,40,25,2414701.49,3,5,4,354,Lost
36294,155,14,1389988.6,1,1,1,111,Lost
36295,60,24,1992277.98,2,4,3,243,At Risk
36296,8,31,2854302.54,5,5,5,555,VIP
36297,53,19,2523944.53,3,2,4,324,Lost
36298,176,26,2926697.7600000002,1,5,5,155,At Risk
36299,108,18,1108907.16,1,2,1,121,Lost
36300,27,14,1575648.26,4,1,2,412,New
36301,70,27,2721612.44,2,5,5,255,At Risk
36302,9,20,2238826.38,5,3,4,534,New
36303,29,25,2974543.5,4,5,5,455,Loyal
36304,7,30,3362632.53,5,5,5,555,VIP
36305,30,16,1711473.68,4,1,2,412,New
36306,48,19,1667702.19,3,2,2,322,Lost
36307,3,22,2386384.21,5,4,4,544,Loyal
36308,101,11,980893.38,1,1,1,111,Lost
36309,64,23,1827877.33,2,4,2,242,At Risk
36310,7,20,2050518.71,5,3,3,533,New
36311,54,26,2516356.42,3,5,4,354,Lost
36312,29,19,2172615.01,4,2,3,423,New
36313,24,17,1420107.3,4,2,1,421,New
36314,42,10,1451257.13,3,1,1,311,Lost
36315,2,16,1532680.72,5,1,1,511,New
36316,16,21,1995942.33,4,3,3,433,New
36317,99,18,1910371.53,1,2,3,123,Lost
36318,5,35,2920670.88,5,5,5,555,VIP
36319,194,17,1628601.1199999999,1,2,2,122,Lost
36320,218,24,2639012.04,1,4,5,145,At Risk
36321,8,16,1484912.42,5,1,1,511,New
36322,3,26,2135403.29,5,5,3,553,Loyal
36323,12,19,1587438.49,5,2,2,522,New
36324,150,22,2659550.62,1,4,5,145,At Risk
36325,30,22,1500175.2,4,4,1,441,Loyal
36326,6,26,2810147.95,5,5,5,555,VIP
36327,17,21,1928710.09,4,3,3,433,New
36328,74,15,1711509.98,2,1,2,212,Lost
36329,38,19,1735273.8499999999,3,2,2,322,Lost
36330,26,28,2861126.42,4,5,5,455,Loyal
36331,112,15,1266341.82,1,1,1,111,Lost
36332,171,14,1267083.09,1,1,1,111,Lost
36333,145,13,1419310.34,1,1,1,111,Lost
36334,45,19,1786697.18,3,2,2,322,Lost
36335,63,13,1470773.55,2,1,1,211,Lost
36336,54,18,1073995.8800000001,3,2,1,321,Lost
36337,9,23,2242334.44,5,4,4,544,Loyal
36338,18,21,2329562.26,4,3,4,434,New
36339,15,19,2114917.02,4,2,3,423,New
36340,37,13,1070644.57,3,1,1,311,Lost
36341,92,19,1865278.51,2,2,2,222,Lost
36342,49,23,1744946.64,3,4,2,342,Lost
36343,35,16,1028109.78,3,1,1,311,Lost
36344,4,17,1177123.51,5,2,1,521,New
36345,112,15,1743425.0,1,1,2,112,Lost
36346,10,19,1160732.68,5,2,1,521,New
36347,38,20,2061607.52,3,3,3,333,Lost
36348,19,23,2374817.0100000002,4,4,4,444,Loyal
36349,62,19,2083793.9000000001,2,2,3,223,Lost
36350,29,21,2258048.71,4,3,4,434,New
36351,165,16,2541693.3000000003,1,1,4,114,Lost
36352,27,13,1141450.93,4,1,1,411,New
36353,8,26,2205770.4,5,5,4,554,Loyal
36354,2,31,3475207.76,5,5,5,555,VIP
36355,118,24,2498832.71,1,4,4,144,At Risk
36356,2,24,1985541.77,5,4,3,543,Loyal
36357,49,21,2698123.63,3,3,5,335,Lost
36358,22,18,1609776.16,4,2,2,422,New
36359,44,21,2162017.7,3,3,3,333,Lost
36360,84,19,2255543.58,2,2,4,224,Lost
36361,14,28,2117811.26,5,5,3,553,Loyal
36362,113,24,2600448.88,1,4,5,145,At Risk
36363,200,14,2075202.1800000002,1,1,3,113,Lost
36364,61,25,2293541.25,2,5,4,254,At Risk
36365,24,26,3465114.1,4,5,5,455,Loyal
36366,55,30,2434716.9,3,5,4,354,Lost
36367,36,18,3062258.28,3,2,5,325,Lost
36368,100,22,2879064.77,1,4,5,145,At Risk
36369,11,19,2145564.1,5,2,3,523,New
36370,117,18,2252723.87,1,2,4,124,Lost
36371,117,20,2378667.24,1,3,4,134,Lost
36372,47,16,1243549.4,3,1,1,311,Lost
36373,30,25,2367261.34,4,5,4,454,Loyal
36374,5,19,2253032.49,5,2,4,524,New
36375,57,24,2691553.34,2,4,5,245,At Risk
36376,27,31,3551985.86,4,5,5,455,Loyal
36377,99,24,2674082.66,1,4,5,145,At Risk
36378,51,18,2070163.3399999999,3,2,3,323,Lost
36379,165,18,1645799.46,1,2,2,122,Lost
36380,60,21,1873820.56,2,3,2,232,Lost
36381,60,16,1813481.4,2,1,2,212,Lost
36382,14,21,2245770.07,5,3,4,534,New
36383,60,21,2845374.73,2,3,5,235,Lost
36384,34,19,2256869.02,3,2,4,324,Lost
36385,86,25,2904628.4,2,5,5,255,At Risk
36386,11,12,1510908.72,5,1,1,511,New
36387,91,21,2071806.44,2,3,3,233,Lost
36388,67,17,2777221.16,2,2,5,225,Lost
36389,36,16,1886783.96,3,1,3,313,Lost
36390,4,25,3153273.84,5,5,5,555,VIP
36391,115,17,1578764.41,1,2,2,122,Lost
36392,4,17,1999284.6400000001,5,2,3,523,New
36393,50,17,1504220.46,3,2,1,321,Lost
36394,54,23,2225658.99,3,4,4,344,Lost
36395,103,19,1440056.96,1,2,1,121,Lost
36396,41,17,1139775.29,3,2,1,321,Lost
36397,67,25,2248918.83,2,5,4,254,At Risk
36398,63,20,2762264.14,2,3,5,235,Lost
36399,101,20,2264782.64,1,3,4,134,Lost
36400,8,22,2228872.47,5,4,4,544,Loyal
36401,66,19,1903617.0,2,2,3,223,Lost
36402,20,26,2318661.66,4,5,4,454,Loyal
36403,11,19,1314833.28,5,2,1,521,New
36404,35,25,2713246.01,3,5,5,355,Lost
36405,1,24,2329002.11,5,4,4,544,Loyal
36406,74,27,2517576.29,2,5,4,254,At Risk
36407,10,19,1749128.12,5,2,2,522,New
36408,197,15,2726722.23,1,1,5,115,Lost
36409,19,21,1720574.74,4,3,2,432,New
36410,101,20,2041464.21,1,3,3,133,Lost
36411,185,17,1493888.24,1,2,1,121,Lost
36412,21,16,1665030.48,4,1,2,412,New
36413,11,24,3016432.2,5,4,5,545,Loyal
36414,103,18,1931808.08,1,2,3,123,Lost
36415,37,15,1332437.17,3,1,1,311,Lost
36416,17,25,2250075.11,4,5,4,454,Loyal
36417,11,25,3055399.4899999998,5,5,5,555,VIP
36418,154,20,1969882.06,1,3,3,133,Lost
36419,6,23,2545068.81,5,4,4,544,Loyal
36420,80,19,1550251.82,2,2,2,222,Lost
36421,38,24,2437739.99,3,4,4,344,Lost
36422,6,23,2918099.56,5,4,5,545,Loyal
36423,80,14,934574.9600000001,2,1,1,211,Lost
36424,23,16,1396060.94,4,1,1,411,New
36425,96,21,2708852.17,2,3,5,235,Lost
36426,87,16,1896745.58,2,1,3,213,Lost
36427,144,13,937964.92,1,1,1,111,Lost
36428,8,22,2643720.61,5,4,5,545,Loyal
36429,27,24,2214357.19,4,4,4,444,Loyal
36430,2,19,2629091.59,5,2,5,525,New
36431,59,16,1758286.0,2,1,2,212,Lost
36432,87,22,2177032.22,2,4,3,243,At Risk
36433,38,18,2113174.15,3,2,3,323,Lost
36434,155,19,2035338.9,1,2,3,123,Lost
36435,3,23,2326594.98,5,4,4,544,Loyal
36436,232,14,1336488.28,1,1,1,111,Lost
36437,17,23,2155263.91,4,4,3,443,Loyal
36438,123,21,2691505.46,1,3,5,135,Lost
36439,8,25,3230778.73,5,5,5,555,VIP
36440,152,19,1805277.98,1,2,2,122,Lost
36441,91,18,1959921.1400000001,2,2,3,223,Lost
36442,126,23,2173865.35,1,4,3,143,At Risk
36443,14,24,3223358.35,5,4,5,545,Loyal
36444,12,15,1259766.3,5,1,1,511,New
36445,71,20,1307579.47,2,3,1,231,Lost
36446,6,23,2550736.67,5,4,4,544,Loyal
36447,72,23,2183321.09,2,4,3,243,At Risk
36448,185,19,2345996.31,1,2,4,124,Lost
36449,100,22,2030148.82,1,4,3,143,At Risk
36450,14,14,1658490.6099999999,5,1,2,512,New
36451,134,14,886813.97,1,1,1,111,Lost
36452,80,24,2258713.95,2,4,4,244,At Risk
36453,13,21,2216465.95,5,3,4,534,New
36454,21,24,2688339.2600000002,4,4,5,445,Loyal
36455,38,19,1370379.51,3,2,1,321,Lost
36456,2,16,1431344.95,5,1,1,511,New
36457,162,16,1697476.05,1,1,2,112,Lost
36458,133,16,2105468.4699999997,1,1,3,113,Lost
36459,18,26,3436565.37,4,5,5,455,Loyal
36460,67,26,2866416.3200000003,2,5,5,255,At Risk
36461,3,22,2115099.64,5,4,3,543,Loyal
36462,10,19,2457637.73,5,2,4,524,New
36463,238,15,2071994.21,1,1,3,113,Lost
36464,47,20,2067061.32,3,3,3,333,Lost
36465,13,22,2735832.23,5,4,5,545,Loyal
36466,5,24,2869775.46,5,4,5,545,Loyal
36467,57,20,1694068.76,2,3,2,232,Lost
36468,27,21,2576997.97,4,3,5,435,New
36469,102,17,1854774.77,1,2,2,122,Lost
36470,36,20,2824050.26,3,3,5,335,Lost
36471,99,12,2111544.13,1,1,3,113,Lost
36472,142,19,1544425.92,1,2,1,121,Lost
36473,27,20,2100865.93,4,3,3,433,New
36474,13,24,2580230.87,5,4,5,545,Loyal
36475,1,23,2433141.04,5,4,4,544,Loyal
36476,4,33,3136510.1100000003,5,5,5,555,VIP
36477,60,17,1709240.03,2,2,2,222,Lost
36478,15,17,1759366.04,4,2,2,422,New
36479,97,29,3610906.06,1,5,5,155,At Risk
36480,2,24,2320491.31,5,4,4,544,Loyal
36481,43,21,1961063.75,3,3,3,333,Lost
36482,27,17,1867859.81,4,2,2,422,New
36483,12,23,2496270.68,5,4,4,544,Loyal
36484,166,17,2293649.4,1,2,4,124,Lost
36485,167,15,1854003.6800000002,1,1,2,112,Lost
36486,356,18,2421000.26,1,2,4,124,Lost
36487,32,26,2866035.41,3,5,5,355,Lost
36488,61,13,1024144.71,2,1,1,211,Lost
36489,31,22,1824349.3499999999,4,4,2,442,Loyal
36490,22,27,3282216.72,4,5,5,455,Loyal
36491,22,18,1868325.33,4,2,2,422,New
36492,104,15,1404050.29,1,1,1,111,Lost
36493,81,19,2583872.6,2,2,5,225,Lost
36494,30,20,1771450.34,4,3,2,432,New
36495,26,13,1298171.84,4,1,1,411,New
36496,24,22,2521040.06,4,4,4,444,Loyal
36497,137,18,1627697.28,1,2,2,122,Lost
36498,155,19,2772910.11,1,2,5,125,Lost
36499,9,22,2043951.96,5,4,3,543,Loyal
36500,2,19,1769267.13,5,2,2,522,New
36501,69,22,2632982.38,2,4,5,245,At Risk
36502,97,18,2182335.34,1,2,3,123,Lost
36503,19,12,1482441.4,4,1,1,411,New
36504,8,17,2329974.54,5,2,4,524,New
36505,8,18,1961546.22,5,2,3,523,New
36506,31,18,2081586.97,4,2,3,423,New
36507,30,20,2049687.73,4,3,3,433,New
36508,39,27,2574427.34,3,5,5,355,Lost
36509,193,23,2227841.81,1,4,4,144,At Risk
36510,29,16,1324852.0799999998,4,1,1,411,New
36511,11,29,2992235.55,5,5,5,555,VIP
36512,25,18,1452531.61,4,2,1,421,New
36513,201,21,2115674.42,1,3,3,133,Lost
36514,74,24,2680198.16,2,4,5,245,At Risk
36515,65,18,1558414.54,2,2,2,222,Lost
36516,5,25,2769862.91,5,5,5,555,VIP
36517,25,13,902465.52,4,1,1,411,New
36518,180,26,2332717.8,1,5,4,154,At Risk
36519,7,26,2996541.72,5,5,5,555,VIP
36520,167,16,1501711.67,1,1,1,111,Lost
36521,80,31,3730890.73,2,5,5,255,At Risk
36522,56,26,3228054.75,2,5,5,255,At Risk
36523,43,20,1769212.45,3,3,2,332,Lost
36524,13,18,1769547.1300000001,5,2,2,522,New
36525,22,20,1681978.33,4,3,2,432,New
36526,6,24,1536492.09,5,4,1,541,Loyal
36527,62,16,1409417.44,2,1,1,211,Lost
36528,70,18,2019172.46,2,2,3,223,Lost
36529,15,23,1623771.47,4,4,2,442,Loyal
36530,34,21,1833353.55,3,3,2,332,Lost
36531,88,19,1511838.9,2,2,1,221,Lost
36532,29,17,1703516.74,4,2,2,422,New
36533,108,23,2498699.0,1,4,4,144,At Risk
36534,14,21,2351554.1,5,3,4,534,New
36535,47,21,2578794.04,3,3,5,335,Lost
36536,101,24,3041766.59,1,4,5,145,At Risk
36537,30,23,2192748.0100000002,4,4,4,444,Loyal
36538,85,22,2148486.42,2,4,3,243,At Risk
36539,3,18,1854522.38,5,2,2,522,New
36540,37,21,2424827.43,3,3,4,334,Lost
36541,74,21,2477668.93,2,3,4,234,Lost
36542,26,23,2300527.14,4,4,4,444,Loyal
36543,49,19,1644379.54,3,2,2,322,Lost
36544,77,21,2136823.46,2,3,3,233,Lost
36545,176,22,1835334.22,1,4,2,142,At Risk
36546,33,16,2143404.39,3,1,3,313,Lost
36547,462,14,1497848.14,1,1,1,111,Lost
36548,64,16,2017955.0899999999,2,1,3,213,Lost
36549,60,17,1650555.91,2,2,2,222,Lost
36550,95,21,2291649.46,2,3,4,234,Lost
36551,175,21,2244805.45,1,3,4,134,Lost
36552,24,23,2117836.9899999998,4,4,3,443,Loyal
36553,80,22,2976074.99,2,4,5,245,At Risk
36554,31,19,1504454.45,4,2,1,421,New
36555,113,15,1963233.94,1,1,3,113,Lost
36556,24,19,1587548.53,4,2,2,422,New
36557,55,21,2103708.25,3,3,3,333,Lost
36558,36,28,3034569.08,3,5,5,355,Lost
36559,28,28,2844698.35,4,5,5,455,Loyal
36560,106,24,2649766.06,1,4,5,145,At Risk
36561,59,19,2134114.76,2,2,3,223,Lost
36562,4,25,2838833.01,5,5,5,555,VIP
36563,83,26,3241643.77,2,5,5,255,At Risk
36564,31,25,2731866.23,4,5,5,455,Loyal
36565,7,28,3150643.78,5,5,5,555,VIP
36566,20,21,2331110.67,4,3,4,434,New
36567,69,21,2966281.1,2,3,5,235,Lost
36568,29,24,2885280.82,4,4,5,445,Loyal
36569,35,20,2096240.87,3,3,3,333,Lost
36570,4,29,3118884.59,5,5,5,555,VIP
36571,34,17,1595545.25,3,2,2,322,Lost
36572,62,27,2835839.9,2,5,5,255,At Risk
36573,101,20,1933725.5699999998,1,3,3,133,Lost
36574,60,24,2097126.25,2,4,3,243,At Risk
36575,66,21,1976491.56,2,3,3,233,Lost
36576,186,23,2412775.35,1,4,4,144,At Risk
36577,31,31,3633115.02,4,5,5,455,Loyal
36578,12,16,1959656.6099999999,5,1,3,513,New
36579,181,15,1807157.0,1,1,2,112,Lost
36580,191,14,1312495.7,1,1,1,111,Lost
36581,36,25,2934237.98,3,5,5,355,Lost
36582,7,23,2600900.73,5,4,5,545,Loyal
36583,74,27,2427873.95,2,5,4,254,At Risk
36584,52,21,2665145.4499999997,3,3,5,335,Lost
36585,154,14,1495826.3699999999,1,1,1,111,Lost
36586,75,17,1613930.3800000001,2,2,2,222,Lost
36587,17,23,2836297.34,4,4,5,445,Loyal
36588,62,21,2583689.56,2,3,5,235,Lost
36589,31,25,2508874.67,4,5,4,454,Loyal
36590,72,22,1794281.6300000001,2,4,2,242,At Risk
36591,6,24,2426213.12,5,4,4,544,Loyal
36592,55,15,1679272.25,3,1,2,312,Lost
36593,1,31,2852046.21,5,5,5,555,VIP
36594,24,21,1961041.12,4,3,3,433,New
36595,32,20,1472691.34,3,3,1,331,Lost
36596,84,21,1292812.33,2,3,1,231,Lost
36597,13,20,1459299.63,5,3,1,531,New
36598,51,29,3078201.14,3,5,5,355,Lost
36599,26,23,2593350.74,4,4,5,445,Loyal
36600,140,23,2062350.5,1,4,3,143,At Risk
36601,276,17,1792309.12,1,2,2,122,Lost
36602,73,21,1900830.54,2,3,3,233,Lost
36603,12,20,2304847.69,5,3,4,534,New
36604,4,32,3709196.67,5,5,5,555,VIP
36605,115,23,1612908.88,1,4,2,142,At Risk
36606,18,25,2826372.56,4,5,5,455,Loyal
36607,14,20,2216024.89,5,3,4,534,New
36608,62,21,2244685.84,2,3,4,234,Lost
36609,38,26,2043624.71,3,5,3,353,Lost
36610,118,20,1915919.84,1,3,3,133,Lost
36611,105,14,1780502.08,1,1,2,112,Lost
36612,45,19,983309.97,3,2,1,321,Lost
36613,67,21,2460929.26,2,3,4,234,Lost
36614,94,24,2676882.15,2,4,5,245,At Risk
36615,56,28,2645817.68,2,5,5,255,At Risk
36616,68,18,1966623.29,2,2,3,223,Lost
36617,10,15,1266119.73,5,1,1,511,New
36618,61,23,2664373.03,2,4,5,245,At Risk
36619,19,23,2469756.23,4,4,4,444,Loyal
36620,60,16,1574649.04,2,1,2,212,Lost
36621,84,20,2090296.02,2,3,3,233,Lost
36622,16,13,1606246.1,4,1,2,412,New
36623,119,18,2086939.78,1,2,3,123,Lost
36624,30,17,2012241.59,4,2,3,423,New
36625,56,22,2226616.07,2,4,4,244,At Risk
36626,154,22,1496634.78,1,4,1,141,At Risk
36627,42,18,1728494.1300000001,3,2,2,322,Lost
36628,49,20,2195150.3,3,3,4,334,Lost
36629,261,21,2118464.82,1,3,3,133,Lost
36630,126,12,1774250.9,1,1,2,112,Lost
36631,106,18,982920.2,1,2,1,121,Lost
36632,44,19,1891144.45,3,2,3,323,Lost
36633,39,20,1238375.02,3,3,1,331,Lost
36634,37,20,1663957.11,3,3,2,332,Lost
36635,96,15,1431872.6500000001,2,1,1,211,Lost
36636,77,15,1855015.31,2,1,2,212,Lost
36637,250,23,2728598.69,1,4,5,145,At Risk
36638,9,18,2168559.01,5,2,3,523,New
36639,24,21,2226224.0,4,3,4,434,New
36640,48,23,2703154.67,3,4,5,345,Lost
36641,153,17,1904053.93,1,2,3,123,Lost
36642,64,23,2539592.02,2,4,4,244,At Risk
36643,30,21,1996716.41,4,3,3,433,New
36644,103,16,1071438.64,1,1,1,111,Lost
36645,116,15,1796676.8599999999,1,1,2,112,Lost
36646,34,16,1493626.36,3,1,1,311,Lost
36647,32,27,2910031.34,3,5,5,355,Lost
